time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
7383,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7384,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7385,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7386,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7387,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7388,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7389,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7390,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7391,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7392,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7393,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7394,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7395,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7396,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7397,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7398,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7399,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7400,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7401,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7402,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7403,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7404,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7405,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7406,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7407,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7408,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7409,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7410,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7411,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7412,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7413,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7414,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7415,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7416,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
7417,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7418,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7419,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7420,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7421,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7422,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7423,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7424,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7425,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7426,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7427,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7428,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7429,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7430,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7431,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7432,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7433,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7434,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7435,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7436,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7437,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7438,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7439,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7440,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7441,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7442,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7443,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7444,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7445,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7446,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7447,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7448,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7449,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7450,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7451,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7452,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
7453,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7454,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7455,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7456,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7457,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7458,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7459,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7460,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7461,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7462,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7463,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7464,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7465,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7466,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7467,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7468,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7469,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7470,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7471,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7472,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7473,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7474,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7475,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7476,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7477,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7478,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7479,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7480,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7481,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7482,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7483,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7484,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7485,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7486,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7487,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7488,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
7489,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7490,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7491,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7492,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7493,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7494,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7495,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7496,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7497,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7498,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7499,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7500,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7501,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7502,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7503,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7504,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7505,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7506,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7507,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7508,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7509,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7510,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7511,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7512,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7513,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7514,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7515,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7516,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7517,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7518,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7519,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7520,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7521,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7522,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7523,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7524,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
7525,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7526,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7527,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7528,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7529,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7530,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7531,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7532,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7533,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7534,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7535,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7536,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7537,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7538,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7539,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7540,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7541,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7542,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7543,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7544,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7545,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7546,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7547,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7548,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7549,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7550,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7551,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7552,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7553,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7554,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7555,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7556,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7557,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7558,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7559,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7560,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
7561,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7562,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7563,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7564,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7565,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7566,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7567,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7568,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7569,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7570,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7571,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7572,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7573,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7574,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7575,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7576,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7577,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7578,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7579,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7580,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7581,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7582,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7583,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7584,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7585,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7586,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7587,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7588,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7589,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7590,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7591,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7592,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7593,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7594,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7595,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7596,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
7597,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7598,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7599,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7600,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7601,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7602,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7603,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7604,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7605,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7606,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7607,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7608,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7609,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7610,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7611,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7612,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7613,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7614,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7615,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7616,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7617,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7618,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7619,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7620,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7621,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7622,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7623,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7624,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7625,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7626,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7627,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7628,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7629,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7630,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7631,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7632,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
7633,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
7634,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
7635,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
7636,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
7637,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
7638,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
7639,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
7640,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
7641,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
7642,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
7643,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
7644,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
7645,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
7646,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
7647,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
7648,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
7649,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
7650,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
7651,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
7652,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
7653,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
7654,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
7655,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
7656,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
7657,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
7658,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
7659,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
7660,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
7661,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
7662,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
7663,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
7664,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
7665,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7666,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7667,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7668,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
7669,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
7670,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
7671,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
7672,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
