time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
8593,39.03,26.75,11.78,9.07,13.47,1.73,3.66,1.65,4.72,8.90,0.02
8594,37.26,25.61,10.85,9.12,12.46,1.36,2.89,1.42,4.88,8.45,-0.64
8595,36.50,24.78,9.79,8.43,11.77,2.18,3.52,2.38,5.24,8.35,-0.50
8596,35.06,23.91,10.92,8.09,11.59,2.03,3.37,2.93,4.62,7.89,-0.94
8597,33.69,23.30,8.90,8.20,11.79,2.14,2.86,1.75,4.27,7.50,-0.54
8598,33.83,22.63,9.48,8.64,9.72,2.40,2.75,3.04,3.18,8.01,0.21
8599,31.42,22.23,8.71,8.80,10.42,1.57,2.86,1.28,2.77,7.41,-0.35
8600,31.56,22.33,8.76,8.34,9.90,2.58,3.36,1.94,4.20,6.55,-0.79
8601,30.84,21.28,9.12,7.96,10.37,1.74,2.99,2.28,3.54,6.95,-0.85
8602,30.04,20.86,8.34,7.09,10.99,2.51,2.84,2.08,3.61,6.52,-0.70
8603,29.40,20.96,8.32,7.22,11.13,2.24,2.06,1.38,4.16,6.82,-0.66
8604,29.36,21.39,8.55,7.58,10.63,0.92,2.65,1.75,4.66,7.28,0.02
8605,29.82,20.58,7.84,7.43,10.03,2.46,3.17,2.02,3.53,6.49,-1.58
8606,30.39,21.38,9.09,7.31,10.31,1.87,2.04,1.55,3.91,7.45,-0.79
8607,31.63,21.76,7.51,6.76,10.18,1.60,2.23,1.46,3.88,7.78,-0.10
8608,30.80,21.59,7.91,7.10,10.29,2.21,3.08,1.39,3.23,7.50,-0.94
8609,31.64,22.90,8.94,7.17,10.51,2.18,2.98,1.76,4.22,6.78,-0.40
8610,32.57,22.59,9.81,8.07,11.65,2.11,3.16,2.49,4.80,8.18,-0.97
8611,33.48,23.22,9.58,8.43,10.25,2.03,3.45,1.79,4.39,7.91,-0.84
8612,34.96,24.74,9.88,8.64,10.28,2.07,3.48,1.38,4.61,7.57,-0.08
8613,36.05,25.23,10.18,8.63,12.93,2.29,3.48,2.25,5.03,9.40,-0.47
8614,37.01,25.19,11.01,10.06,12.36,1.87,3.53,1.90,4.94,9.05,-0.67
8615,39.06,27.25,9.78,10.16,12.92,3.41,3.75,2.12,5.60,9.28,0.47
8616,39.61,28.42,11.92,9.38,12.91,2.62,2.63,1.71,5.43,9.80,-0.32
8617,41.52,29.88,11.24,9.22,13.86,2.65,4.22,2.73,5.35,9.90,-1.45
8618,43.89,30.19,11.62,10.44,14.73,2.25,2.91,2.77,5.98,8.82,-1.29
8619,44.74,31.06,13.75,10.82,14.71,3.59,4.67,2.68,6.38,9.90,-0.85
8620,45.82,32.59,13.94,10.92,15.44,3.48,4.30,2.36,6.33,10.92,-1.06
8621,47.83,35.02,14.29,11.79,15.76,3.11,4.20,2.43,6.07,11.26,-0.52
8622,49.67,34.99,13.51,12.29,15.96,2.85,4.07,3.07,6.53,11.21,-0.75
8623,52.21,35.78,14.63,12.26,17.07,3.42,4.72,3.21,6.61,11.73,-0.94
8624,53.51,37.08,15.28,12.85,18.05,2.72,5.77,2.80,6.42,11.64,-0.70
8625,55.61,38.71,16.40,13.18,17.06,3.53,5.44,2.08,7.52,13.42,-1.81
8626,56.74,39.89,15.52,14.19,19.24,3.26,4.77,3.28,7.68,12.94,0.06
8627,58.59,40.97,17.01,14.30,19.93,3.75,5.90,3.91,7.13,13.73,-0.97
8628,60.06,42.22,17.81,13.73,19.41,4.45,6.27,3.52,7.80,13.18,-1.17
8629,61.00,42.53,17.69,14.70,20.20,4.23,6.44,2.89,8.07,14.85,-0.99
8630,62.99,43.71,17.52,15.20,20.74,4.58,6.77,2.86,8.05,14.71,-0.79
8631,64.53,44.70,17.99,14.75,21.71,4.41,6.72,4.02,8.79,14.84,-1.10
8632,65.87,45.83,19.87,16.65,21.73,4.76,6.58,3.98,8.56,15.23,-0.37
8633,66.69,46.08,19.26,16.18,22.12,3.56,6.21,3.61,8.07,16.02,-1.22
8634,68.39,46.84,18.87,16.43,23.18,3.90,6.32,3.81,8.75,15.73,-0.68
8635,68.31,47.13,19.20,16.48,22.90,4.26,6.70,3.27,9.47,16.05,0.03
8636,68.53,48.36,19.36,16.72,22.23,4.25,5.45,3.66,8.84,16.54,-1.20
8637,69.05,48.60,19.29,18.00,23.34,4.39,6.28,3.45,9.40,16.42,-1.15
8638,70.12,48.81,19.50,16.51,24.33,4.84,6.22,3.61,8.41,16.79,-0.55
8639,69.90,48.58,19.84,16.39,23.04,4.15,6.87,3.90,9.57,16.40,-1.26
8640,69.81,48.93,20.75,16.60,23.75,4.53,6.69,4.07,8.80,15.41,-1.08
8641,70.18,48.48,19.99,16.61,23.94,4.08,6.20,4.68,8.98,15.62,-1.46
8642,69.59,48.79,18.91,16.64,23.06,4.01,6.26,4.26,8.70,16.70,-0.80
8643,68.54,48.04,19.19,16.44,22.77,4.48,7.30,4.16,10.00,16.48,-0.63
8644,69.27,47.81,19.58,16.05,23.68,4.26,6.61,4.22,8.61,15.71,-0.92
8645,68.96,46.82,19.19,15.99,22.60,4.02,6.54,3.05,9.26,15.74,-1.81
8646,66.51,46.70,18.69,17.09,22.32,3.57,6.77,4.29,8.34,14.86,-0.84
8647,66.26,46.70,18.59,16.18,22.31,3.14,6.08,3.34,8.74,14.46,-0.24
8648,66.27,46.01,17.48,16.35,22.03,4.57,5.56,4.13,8.02,15.35,-1.15
8649,63.57,45.91,18.78,15.23,22.11,4.12,6.91,3.85,7.71,15.49,-1.36
8650,62.87,43.61,18.00,15.21,21.16,3.68,6.13,4.22,7.57,15.23,-1.11
8651,60.87,42.46,16.98,16.20,21.00,3.04,6.82,3.71,7.29,14.55,0.22
8652,59.44,42.21,17.13,15.38,20.40,3.64,6.42,3.34,7.76,14.33,-1.19
8653,58.44,41.23,16.22,14.45,20.33,3.81,5.43,3.38,7.36,13.62,-1.80
8654,56.93,40.31,16.07,12.89,18.73,3.51,5.20,3.11,7.16,13.33,-1.52
8655,55.42,38.38,15.35,13.67,19.24,4.13,5.16,2.59,6.67,13.04,0.09
8656,53.62,37.25,15.82,13.07,17.96,2.66,5.06,2.42,7.14,12.20,-0.46
8657,51.23,36.91,15.04,11.85,17.20,3.02,5.25,2.94,7.26,12.93,-0.80
8658,49.61,34.69,14.69,12.07,17.22,2.76,4.89,3.01,7.41,11.23,-0.51
8659,48.12,33.12,13.76,11.79,16.49,2.83,4.75,2.29,5.96,11.75,-0.82
8660,45.81,33.09,13.33,11.36,15.93,2.32,5.40,3.42,5.97,11.53,-0.39
8661,44.68,30.65,12.81,10.13,15.20,2.71,4.52,2.85,5.45,10.76,-0.54
8662,43.45,29.24,12.18,9.72,14.86,3.13,5.11,2.50,5.13,10.02,-1.50
8663,41.28,28.43,12.28,9.79,14.23,2.61,4.24,3.12,5.70,9.53,-0.18
8664,40.05,27.71,10.50,9.74,13.06,2.31,3.85,2.42,5.04,9.42,-0.41
8665,39.10,27.20,10.09,10.01,13.31,1.31,3.91,2.42,4.51,8.44,-0.19
8666,36.47,26.41,10.86,7.81,12.40,2.30,4.26,2.14,5.64,8.77,0.59
8667,35.15,25.50,10.46,8.37,12.46,2.90,2.81,1.89,4.46,9.20,-0.67
8668,34.84,24.54,9.13,8.16,11.06,2.34,3.30,1.97,4.19,8.43,-0.46
8669,34.21,23.21,9.93,9.21,10.01,2.27,3.56,3.47,3.98,7.80,0.56
8670,33.11,22.61,9.50,8.29,11.03,1.48,3.25,3.00,3.74,7.56,-0.19
8671,31.37,22.48,8.33,7.71,10.10,1.64,2.59,1.42,3.79,7.07,-1.47
8672,31.52,21.43,8.98,7.54,11.11,2.59,2.67,2.63,4.68,7.12,-0.45
8673,30.54,22.26,8.33,7.87,9.69,2.53,2.12,1.80,3.91,7.12,-0.95
8674,30.62,20.62,8.86,6.55,9.90,2.34,2.45,1.61,4.19,6.89,0.25
8675,30.40,21.32,8.37,6.96,10.53,2.77,2.21,1.50,3.69,7.39,0.75
8676,30.73,21.58,8.25,6.76,10.31,1.22,3.30,1.95,3.78,7.47,-1.30
8677,29.92,20.73,8.72,7.60,9.18,2.50,2.70,2.20,3.79,7.62,-0.91
8678,30.48,21.02,8.58,7.43,9.55,2.54,2.73,2.01,4.75,6.74,-0.51
8679,30.89,21.84,7.96,6.69,10.52,1.18,3.27,1.91,4.66,6.86,-0.68
8680,30.81,21.97,8.57,7.12,9.65,2.40,3.06,1.45,4.22,6.92,-0.45
8681,30.37,21.82,9.46,6.45,11.21,1.57,2.89,1.45,3.58,6.97,-0.48
8682,33.42,22.72,8.75,8.20,10.94,2.22,2.92,1.74,4.12,7.50,-0.39
8683,33.73,23.13,9.91,8.39,11.75,1.76,1.85,1.93,4.64,8.12,0.07
8684,35.32,23.90,9.97,7.35,11.55,2.25,3.75,2.15,4.68,8.32,-0.80
8685,35.64,25.03,9.31,7.87,11.93,1.64,2.75,1.79,4.23,7.77,-0.33
8686,36.84,26.91,10.88,8.05,12.43,2.53,3.82,1.78,4.97,9.00,-1.31
8687,38.54,27.08,10.96,8.51,12.83,2.40,3.50,1.79,5.05,9.21,-0.67
8688,40.56,27.97,11.42,9.12,12.83,2.40,3.68,2.03,5.83,9.47,-0.27
8689,41.69,29.15,11.47,9.77,13.36,3.06,4.82,1.98,5.12,10.03,0.38
8690,42.91,30.10,12.88,11.14,14.30,3.05,3.22,3.13,5.94,10.50,-0.68
8691,44.16,31.42,12.77,11.92,14.74,2.94,3.74,2.74,6.26,10.64,-0.55
8692,46.59,32.63,12.83,12.05,16.22,2.95,4.61,2.09,6.28,10.13,-0.26
8693,47.81,33.86,13.58,12.02,16.00,2.19,4.61,2.75,5.12,11.76,-1.01
8694,51.12,35.68,14.65,11.06,16.77,2.40,3.87,3.27,7.14,10.73,-0.40
8695,51.30,36.27,13.96,11.45,17.45,2.74,4.59,3.00,5.64,11.39,-0.23
8696,52.83,37.21,16.04,13.72,18.43,4.00,6.31,3.30,6.14,11.99,-1.69
8697,56.13,38.74,15.25,13.42,17.76,2.86,5.14,3.81,7.09,13.39,-0.15
8698,56.35,39.47,15.52,13.87,19.50,3.16,6.04,3.16,7.68,14.39,-0.39
8699,58.58,41.68,16.62,12.93,18.89,4.13,5.55,3.29,8.04,13.91,-0.37
8700,59.14,42.03,17.40,15.19,19.61,3.63,5.52,3.13,7.51,14.26,0.04
8701,61.78,42.83,16.56,15.30,20.59,3.92,5.40,3.39,7.88,13.90,-0.20
8702,62.98,43.79,18.34,14.66,21.19,3.43,5.98,3.29,7.66,14.69,-1.04
8703,64.65,45.24,17.86,15.68,21.47,4.45,6.12,3.84,9.31,15.14,-1.12
8704,65.45,45.44,18.78,15.56,21.48,4.94,6.51,4.56,9.00,15.14,-0.98
8705,66.96,46.27,19.13,16.51,22.43,3.22,5.92,3.72,8.85,15.23,-1.32
8706,67.49,47.02,18.49,15.50,23.04,4.31,5.96,3.64,8.20,15.35,-0.78
8707,68.29,48.11,19.31,16.05,23.19,4.57,6.33,3.89,8.33,16.08,-0.16
8708,67.33,47.87,20.07,16.92,22.76,4.03,6.04,3.56,8.74,15.39,-1.16
8709,69.04,48.27,19.13,16.40,22.79,4.62,6.70,4.53,8.38,16.91,-0.18
8710,69.05,49.18,19.91,18.06,23.83,4.90,5.75,3.18,9.42,16.65,-1.01
8711,69.95,49.09,19.66,16.46,23.59,4.83,6.71,3.66,8.98,16.26,-0.62
8712,70.05,48.93,19.23,17.46,24.27,4.02,5.92,4.14,8.87,16.31,-0.91
8713,70.11,49.24,19.29,16.93,23.76,4.47,6.32,3.58,8.39,15.49,0.07
8714,69.58,48.46,20.58,17.01,23.42,3.83,7.17,3.42,9.01,15.90,-0.64
8715,68.40,47.19,19.20,16.36,23.30,4.63,5.82,4.42,8.20,16.27,-0.70
8716,69.19,47.91,19.81,15.90,22.93,5.05,6.45,3.81,9.09,15.74,-1.15
8717,68.56,47.76,19.42,16.59,22.52,5.69,6.33,3.62,9.31,15.59,-0.74
8718,66.79,46.76,19.60,16.14,22.77,4.75,6.54,3.89,8.67,14.50,0.41
8719,66.15,47.09,18.27,16.29,22.56,4.86,5.76,3.94,8.45,15.27,-1.04
8720,64.60,46.31,18.43,15.56,22.23,4.27,5.49,3.59,8.62,15.13,-0.30
8721,65.06,45.13,17.91,15.95,21.35,4.16,6.84,2.95,8.64,14.92,-0.78
8722,61.67,45.17,17.62,15.79,20.93,4.31,5.22,3.62,8.14,14.41,-0.79
8723,62.02,42.68,17.80,14.87,20.68,3.93,6.13,3.52,7.74,13.99,-1.33
8724,60.89,41.81,17.29,14.29,20.78,3.36,6.41,3.03,7.23,14.45,-0.78
8725,57.56,41.34,16.73,14.66,20.12,2.82,4.98,3.35,7.89,14.23,-0.23
8726,55.97,39.48,15.38,13.34,19.04,3.71,6.09,3.66,7.70,13.66,-0.66
8727,56.05,38.04,15.80,13.24,18.58,2.79,6.08,3.44,7.59,13.22,-0.73
8728,53.43,37.26,15.65,12.53,18.25,3.99,5.10,3.68,7.70,12.77,-0.02
8729,52.19,36.51,14.92,12.38,16.77,3.61,4.90,2.63,6.61,12.33,-0.26
8730,49.62,34.56,13.67,11.25,17.30,4.12,5.07,2.57,6.15,11.81,-0.63
8731,48.47,33.83,14.31,11.62,15.72,3.37,3.75,2.54,6.57,11.27,-0.44
8732,46.70,32.60,12.82,11.73,15.36,2.86,4.46,2.61,6.33,10.15,-0.44
8733,44.22,31.35,12.52,10.84,14.77,2.47,4.25,2.12,5.86,10.04,-1.06
8734,42.65,29.91,12.30,10.49,13.94,3.75,4.04,2.41,4.80,10.94,-1.12
8735,41.06,28.77,11.90,10.22,14.58,2.62,3.32,1.62,4.73,9.98,-1.12
8736,40.25,28.32,11.12,9.36,14.35,3.17,3.40,2.39,4.45,9.68,-0.98
8737,38.94,27.09,10.61,9.76,12.61,3.35,3.69,2.62,4.70,8.71,-0.79
8738,37.59,26.49,9.60,8.51,12.70,1.79,3.93,2.76,4.96,9.14,0.44
8739,35.60,25.09,10.63,8.76,11.15,1.99,2.92,2.50,5.14,8.69,-0.45
8740,35.07,24.36,10.36,7.89,11.44,2.61,3.33,2.57,4.85,7.94,-0.06
8741,33.07,23.90,9.74,9.33,12.27,2.19,2.88,1.95,4.69,8.16,-0.65
8742,32.38,23.70,9.34,7.77,10.79,2.43,3.13,1.67,4.43,7.48,-0.38
8743,32.71,21.41,8.53,6.91,10.36,2.42,3.22,1.99,3.83,7.69,-0.62
8744,31.51,22.07,8.29,7.24,10.30,1.87,3.64,2.21,4.83,6.48,-0.61
8745,31.16,20.84,8.90,7.23,10.63,2.43,1.94,1.92,3.35,6.17,-0.79
8746,30.76,21.32,7.76,7.17,10.83,2.86,2.52,1.18,4.49,7.97,-0.51
8747,30.35,20.71,8.07,6.83,10.08,1.82,2.34,1.88,4.33,6.76,0.71
8748,29.70,20.62,8.62,7.77,10.53,1.63,3.20,1.37,4.15,6.29,-0.55
8749,30.52,22.31,8.54,6.55,9.53,1.98,3.01,1.30,3.69,6.96,-1.40
8750,29.73,21.94,9.03,7.53,10.38,1.73,3.46,1.35,3.88,8.08,-0.37
8751,30.69,21.28,7.64,6.57,10.59,1.61,2.87,2.45,5.13,7.07,-0.63
8752,31.00,23.02,8.97,7.79,11.14,2.02,2.86,2.05,4.04,7.79,-1.30
8753,31.68,22.51,8.99,8.34,10.70,1.74,3.65,1.88,4.17,7.20,-0.65
8754,32.49,22.45,8.23,8.14,10.90,2.19,4.29,0.69,3.31,7.69,0.13
8755,33.61,23.71,9.55,8.64,11.58,2.19,3.40,2.48,5.16,8.27,-0.32
8756,33.95,24.07,10.39,8.53,11.54,2.20,3.44,1.78,4.17,8.85,-0.78
8757,35.88,25.91,10.04,8.55,11.77,2.09,4.45,0.92,4.23,8.49,0.30
8758,37.46,26.05,10.86,9.19,12.75,2.36,3.31,2.69,4.44,8.64,0.07
8759,39.21,26.42,11.03,9.97,13.13,1.91,3.97,2.70,4.35,9.40,-1.02
8760,39.36,27.85,10.33,9.67,12.54,2.78,4.22,2.06,5.72,8.76,0.09
8761,41.10,28.34,11.88,10.10,13.30,3.40,3.93,1.64,5.77,9.85,-0.71
8762,43.81,30.75,11.84,11.32,14.70,2.86,4.30,2.35,5.92,9.70,0.53
8763,44.35,31.11,13.25,11.94,15.75,3.14,4.11,2.36,5.57,10.49,-0.88
8764,46.78,32.83,12.70,10.82,15.88,3.35,4.98,3.36,5.79,10.77,-0.08
8765,48.60,33.46,14.14,11.83,16.75,3.52,4.11,3.30,6.14,11.27,-0.34
8766,49.03,34.95,14.06,12.63,17.48,2.29,4.02,2.66,6.86,11.09,-1.38
8767,51.75,35.91,14.83,12.40,17.89,3.23,5.33,2.69,6.68,11.49,-0.57
8768,53.64,37.33,15.86,13.56,17.75,3.53,4.99,2.66,7.50,12.60,-0.71
8769,54.53,38.34,15.42,13.08,18.06,3.28,5.50,2.60,7.20,12.71,-0.75
8770,56.49,39.46,15.86,13.69,18.75,3.73,5.74,2.57,6.87,14.02,-0.58
8771,58.51,40.88,15.85,14.14,20.47,3.01,5.14,3.40,7.04,13.85,-0.24
8772,60.80,41.17,16.64,14.45,20.34,2.88,5.98,3.43,6.95,12.93,-1.70
8773,62.03,43.54,17.34,14.66,21.15,4.04,6.11,2.77,7.81,14.12,-2.10
8774,63.58,44.60,17.09,15.07,20.70,4.28,5.21,3.57,8.04,14.68,-1.47
8775,64.28,44.60,17.93,16.02,21.44,4.82,5.55,3.22,7.49,15.04,-1.05
8776,65.68,45.70,18.92,15.59,22.83,3.52,5.73,3.65,8.74,14.48,-0.97
8777,66.28,46.19,18.99,15.41,21.49,4.13,5.94,4.05,7.83,16.46,-1.54
8778,67.28,47.25,19.13,16.37,21.54,4.54,6.18,3.63,8.99,15.81,-1.47
8779,68.34,48.23,18.69,15.37,22.27,4.03,6.56,3.88,8.91,16.03,-0.66
8780,68.86,48.35,19.08,16.08,22.46,5.05,7.00,4.30,9.01,16.00,-0.92
8781,69.64,48.50,19.54,16.71,24.57,3.42,7.02,4.16,8.14,16.24,-1.23
8782,69.75,48.43,20.41,16.72,23.04,4.61,5.95,3.25,8.36,16.17,-0.98
8783,70.17,49.58,19.84,17.60,23.00,4.99,6.22,4.13,9.20,16.36,-0.73
8784,69.61,48.74,20.09,17.09,23.55,4.08,6.09,4.38,8.90,15.78,0.03
8785,69.24,49.37,19.73,16.99,23.99,4.27,7.90,4.35,9.64,16.02,-1.34
8786,69.92,48.84,18.92,17.33,23.58,4.12,6.32,3.91,9.32,15.59,-1.42
8787,70.00,48.13,19.15,16.67,23.78,4.59,6.60,3.71,8.79,16.13,-1.43
8788,69.00,48.14,19.00,17.36,23.01,4.74,6.32,3.89,9.10,16.18,-0.03
8789,67.93,48.91,19.37,16.75,22.92,4.08,7.16,3.89,9.29,14.93,-1.04
8790,66.50,46.87,19.25,16.96,23.09,4.23,5.62,4.16,8.57,15.96,-1.20
8791,66.86,46.10,18.97,16.14,22.82,3.71,6.27,2.91,8.13,15.99,-0.92
8792,64.88,45.07,18.92,15.70,22.35,4.70,6.53,4.38,7.35,15.14,-0.02
8793,63.91,44.90,17.84,15.57,21.66,4.75,6.40,4.07,8.58,15.67,-0.49
8794,62.47,44.11,18.06,15.46,21.65,4.08,6.21,4.51,8.87,14.75,-1.26
8795,61.56,41.86,17.22,15.09,20.96,3.29,5.36,3.51,8.23,14.17,-0.88
8796,59.89,41.70,17.56,13.46,19.16,4.12,5.09,2.87,7.89,13.64,-1.87
8797,58.11,40.33,16.13,14.08,19.05,3.22,5.24,2.17,7.01,12.99,-0.38
8798,56.59,40.34,16.59,14.22,18.88,3.37,4.47,3.03,7.48,12.97,-0.50
8799,55.16,37.98,15.42,13.70,19.10,3.25,4.99,3.82,7.13,12.46,-0.98
8800,53.85,37.88,14.67,13.58,17.61,3.19,5.40,2.42,7.02,12.72,-0.99
8801,52.66,35.82,13.75,12.46,17.05,2.41,3.84,3.51,7.64,12.70,-0.37
8802,50.78,34.96,14.62,11.69,16.49,3.27,4.80,3.27,6.70,12.19,-0.86
8803,48.37,34.14,13.60,11.66,15.70,3.03,3.84,2.64,5.88,11.17,-0.90
8804,47.28,33.06,14.08,11.02,15.93,4.10,3.86,3.11,6.54,10.48,-0.83
8805,44.35,32.08,12.77,10.43,15.14,2.77,4.34,1.90,6.02,10.62,-0.14
8806,43.58,29.94,12.48,10.34,14.71,3.49,4.11,2.29,6.35,10.50,-0.28
8807,40.98,30.06,12.34,10.20,14.76,2.59,4.04,2.30,5.54,8.64,-1.33
8808,40.22,27.71,11.09,9.74,12.36,3.05,3.87,2.99,4.77,8.99,-0.80
8809,38.95,26.33,10.75,8.71,12.79,2.76,2.91,2.16,4.72,8.61,-0.38
8810,37.53,25.76,10.47,8.62,12.77,2.22,2.80,2.17,4.74,8.98,-0.17
8811,36.25,24.45,10.20,8.52,11.25,2.37,3.77,1.62,5.17,8.72,-0.43
8812,35.65,24.79,9.50,8.70,11.11,1.74,3.36,1.63,4.02,7.83,-0.84
8813,33.19,23.27,10.24,7.50,12.47,2.31,2.71,2.10,4.79,7.47,-0.76
8814,32.54,23.31,9.88,8.50,11.38,1.66,3.29,1.96,4.67,8.20,-1.46
8815,32.34,21.94,9.21,8.81,11.11,2.30,1.66,1.89,3.81,7.19,-0.38
8816,30.93,22.13,9.10,7.33,10.37,1.35,3.69,1.08,5.57,6.55,0.13
8817,30.61,21.44,8.75,7.46,10.60,2.36,3.36,1.03,4.77,6.50,-0.96
8818,30.37,20.86,7.96,6.35,10.68,0.99,2.45,2.22,3.41,6.67,-1.09
8819,29.68,22.02,8.83,6.72,9.70,2.31,2.85,1.41,3.49,7.32,-0.36
8820,30.19,21.42,9.57,7.00,10.72,2.05,1.76,1.40,3.69,7.14,0.18
8821,30.53,20.74,8.21,7.69,10.49,1.32,2.98,1.23,3.15,8.41,-0.65
8822,30.52,20.52,8.35,7.54,10.21,1.85,2.64,1.97,3.21,7.35,0.54
8823,30.44,21.46,8.96,7.30,10.32,2.82,3.43,0.97,4.19,7.81,-0.55
8824,31.28,22.16,8.04,7.01,10.17,2.50,2.90,2.10,4.10,7.02,-1.10
8825,31.98,21.36,8.96,7.74,9.87,2.59,2.17,1.97,3.90,7.38,-0.49
8826,32.18,23.17,9.16,7.81,10.44,1.91,3.68,1.74,4.27,7.15,-1.01
8827,33.00,23.38,9.40,8.06,11.13,2.20,3.98,1.34,3.85,8.28,-0.10
8828,34.75,24.65,10.05,7.60,12.14,1.83,2.93,2.19,4.98,7.57,-0.14
8829,36.19,25.29,10.28,9.58,12.38,3.05,3.47,3.02,4.95,7.98,0.34
8830,37.29,25.51,10.36,9.38,12.72,2.79,3.40,3.04,5.27,8.89,-0.13
8831,39.48,26.66,11.90,9.94,13.73,2.34,2.56,2.26,5.40,8.79,-0.18
8832,39.90,27.98,12.06,9.44,13.94,3.16,3.65,1.18,4.50,9.07,1.17
8833,41.14,28.85,12.36,10.09,14.58,2.58,4.44,2.61,5.70,9.77,-0.32
8834,43.50,31.06,11.90,9.88,13.84,2.59,3.06,1.85,5.34,9.34,-0.25
8835,45.23,30.54,11.61,10.31,15.13,2.09,4.18,2.46,5.20,11.34,-0.95
8836,46.29,32.60,12.97,10.63,15.30,3.09,4.32,2.55,5.77,11.76,-0.61
8837,47.61,33.70,12.85,11.15,15.92,3.51,4.09,2.48,6.02,11.22,-0.62
8838,49.80,34.71,14.16,11.92,17.00,2.92,4.93,3.14,6.60,11.72,-1.28
8839,52.45,36.12,13.65,12.51,18.28,2.79,4.35,2.18,6.12,12.42,0.44
8840,52.85,37.85,15.15,12.27,17.93,3.21,5.21,3.27,6.41,13.38,-0.36
8841,55.24,38.41,15.34,14.57,19.35,3.19,4.43,3.36,7.26,12.78,-1.22
8842,57.07,39.77,15.97,14.05,18.89,3.37,5.27,2.40,7.64,12.73,-0.61
8843,58.77,40.98,17.11,14.85,19.10,3.79,5.60,4.14,7.01,13.46,-0.69
8844,59.93,42.04,16.43,13.92,19.49,4.13,5.07,2.81,8.02,13.60,-0.50
8845,61.15,43.56,16.93,14.18,19.79,3.47,5.95,2.45,7.77,13.92,-0.28
8846,63.20,43.55,18.19,15.85,20.17,3.03,6.84,3.10,9.08,14.59,-1.16
8847,64.32,44.68,18.11,15.18,21.53,4.43,6.41,4.05,8.73,15.43,-0.97
8848,65.47,45.51,18.68,15.15,22.68,4.43,7.16,4.15,8.69,14.14,-0.44
8849,67.54,45.74,19.24,16.80,21.70,4.68,5.68,4.00,8.41,16.59,-0.96
8850,67.16,45.95,18.19,15.43,22.58,3.99,6.89,4.21,8.03,15.51,-0.34
8851,68.39,47.90,19.27,15.83,23.04,4.56,6.81,3.66,8.64,16.30,-0.58
8852,68.52,47.72,18.79,17.10,23.25,5.21,7.25,4.28,9.07,15.75,-0.58
8853,69.28,49.69,19.93,16.33,23.58,5.19,6.13,3.73,9.07,15.80,-1.41
8854,69.63,48.99,19.90,16.90,23.88,3.88,6.22,3.72,9.12,16.76,-1.06
8855,70.45,48.94,19.29,16.21,23.19,4.04,7.33,4.21,8.65,16.12,-1.18
8856,68.88,48.76,19.73,16.91,23.50,4.10,6.13,3.68,8.79,16.23,-0.85
8857,69.97,48.31,19.73,16.69,22.53,4.37,6.87,3.90,9.65,16.62,-1.31
8858,70.02,49.35,19.83,15.49,24.43,4.31,7.12,3.64,8.53,16.68,-0.73
8859,69.74,48.79,19.44,16.80,23.10,4.26,6.54,2.94,8.17,15.47,-0.42
8860,68.10,47.92,19.04,16.84,22.84,4.23,6.63,4.38,9.06,15.43,-0.65
8861,68.00,48.18,20.45,15.88,22.71,4.11,6.95,4.27,9.11,15.66,-1.32
8862,67.04,47.43,18.55,15.46,22.70,4.42,6.42,3.49,8.45,16.15,0.24
8863,65.79,46.14,18.58,16.62,22.51,3.62,6.53,4.15,8.68,15.51,-0.98
8864,64.54,45.20,17.85,16.18,20.79,4.75,7.08,3.89,8.09,15.29,-0.40
8865,64.03,45.12,17.49,14.98,21.42,3.81,4.99,3.63,8.43,14.64,-1.10
8866,63.18,44.33,17.23,15.14,22.23,3.89,6.00,3.80,8.15,15.13,-1.09
8867,61.41,42.40,17.64,14.78,20.74,3.52,6.40,4.10,7.68,14.48,-0.54
8868,60.33,41.29,17.34,14.80,20.44,3.34,5.87,3.76,7.65,13.79,-0.03
8869,59.00,41.09,16.81,13.62,19.53,3.90,6.12,3.26,7.12,13.80,-1.84
8870,56.70,39.82,15.61,13.94,19.16,3.39,5.22,2.62,6.39,13.16,-0.63
8871,55.15,38.12,16.11,13.45,19.20,3.41,5.31,3.62,6.20,12.66,-1.26
8872,52.81,36.53,15.79,13.13,17.95,3.68,5.37,2.05,6.52,11.48,-0.47
8873,51.06,35.73,14.95,12.99,16.96,3.32,4.97,2.98,7.23,11.94,-0.21
8874,49.01,34.80,13.96,12.79,17.19,3.12,4.98,2.52,5.97,11.28,-0.32
8875,48.73,34.47,12.55,12.32,15.85,3.23,3.90,2.50,6.30,10.86,-0.32
8876,46.47,32.86,12.51,11.63,15.06,2.46,5.01,3.32,5.01,10.93,-0.64
8877,44.98,30.73,12.46,11.30,14.20,2.02,4.70,1.61,6.33,10.91,-1.39
8878,42.67,29.24,12.12,9.67,14.57,3.26,4.21,2.55,6.20,9.60,-0.58
8879,41.43,29.69,12.02,10.62,14.18,3.42,3.82,2.07,6.53,9.43,-0.41
8880,39.87,27.78,12.30,8.76,13.51,1.88,3.17,3.63,4.43,9.25,-0.47
8881,38.04,26.84,10.41,8.77,12.74,1.94,3.98,1.95,4.46,9.04,-1.05
8882,36.68,26.12,10.88,8.55,12.51,2.01,3.30,2.79,4.90,7.68,-0.34
8883,36.03,24.49,11.09,8.05,12.16,2.43,3.24,2.14,3.97,9.19,-0.19
