time,N1,N2,N3,N4,N5,N6,N7,N8,
353,3.23,4.20,12.26,1.16,6.84,8.87,9.66,11.28
354,5.54,4.99,20.22,1.32,7.40,7.63,7.37,14.00
355,3.73,5.62,16.18,1.61,11.87,10.31,9.44,12.89
356,3.76,4.25,18.77,1.55,7.86,7.74,9.28,15.13
357,5.68,4.81,15.27,1.26,9.17,8.25,7.43,18.19
358,4.77,5.88,18.84,1.53,10.17,6.47,8.71,20.10
359,3.18,5.46,17.17,1.15,10.97,8.16,8.34,15.09
360,4.72,4.65,15.03,1.40,10.86,7.00,11.42,12.63
361,4.84,6.10,18.15,1.29,9.26,9.34,9.70,15.44
362,4.67,4.98,19.95,1.83,10.39,6.30,6.68,12.09
363,3.37,4.35,17.76,1.48,13.01,8.08,11.11,13.78
364,4.98,7.20,14.24,1.48,5.77,7.99,10.02,17.61
365,4.38,4.30,15.94,1.55,10.96,8.86,10.56,19.76
366,3.70,3.29,17.13,1.35,12.83,11.04,9.31,11.10
367,3.16,5.95,13.01,1.62,14.40,8.39,11.84,16.91
368,3.01,6.56,15.89,1.46,10.43,9.86,7.54,13.04
369,3.14,6.25,15.52,1.58,8.84,8.35,7.83,18.54
370,3.54,5.01,6.98,0.81,7.43,8.64,9.80,17.80
371,3.03,5.46,9.83,0.85,7.89,7.44,12.09,14.83
372,4.48,3.75,10.75,1.28,9.21,8.57,8.37,17.21
373,4.03,5.04,15.00,1.19,10.54,4.56,8.68,11.00
374,3.48,3.78,9.68,1.16,8.35,4.66,8.81,15.21
375,1.87,3.40,9.29,0.52,6.70,8.41,7.91,9.72
376,4.70,5.14,13.10,1.11,6.98,6.50,13.19,13.20
377,2.74,4.38,15.45,1.46,8.85,5.50,7.31,14.03
378,2.01,1.70,10.14,1.31,9.32,6.30,7.05,15.85
379,1.77,3.48,15.44,0.96,3.65,6.52,8.37,12.62
380,2.17,3.31,13.80,0.91,4.92,6.07,5.96,7.65
381,2.97,3.74,15.08,0.66,4.02,6.38,7.21,12.20
382,2.44,1.97,10.97,1.20,7.78,3.19,5.23,11.65
383,1.66,4.12,8.82,0.95,6.40,6.57,5.80,8.10
384,1.79,3.56,6.60,1.13,9.78,4.88,6.00,7.18
385,1.24,1.55,9.11,0.67,1.87,5.61,4.44,10.69
386,3.27,2.47,5.94,0.50,3.05,5.73,7.78,12.17
387,3.62,1.62,8.19,0.54,0.33,3.78,5.56,7.21
388,0.46,0.61,2.91,0.92,5.99,3.75,4.72,9.62
389,2.03,2.58,7.48,0.51,6.36,3.19,4.36,14.65
390,1.41,3.21,6.44,0.44,7.46,3.53,4.23,9.34
