time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
4602,67.78,46.98,18.29,16.82,22.69,4.34,5.56,3.43,8.76,16.51,-1.56
4603,69.23,47.86,19.70,15.31,22.46,4.20,6.12,3.39,8.55,16.21,-0.79
4604,68.74,47.98,20.02,17.27,23.74,4.73,6.68,3.62,8.09,16.18,-1.22
4605,69.89,48.00,19.14,17.73,23.81,4.35,6.96,4.02,9.60,15.36,-1.07
4606,69.33,48.58,20.40,16.57,23.25,5.22,6.83,4.10,9.33,16.64,-1.15
4607,68.96,49.11,19.27,17.76,24.15,4.97,6.59,3.68,9.32,16.64,-1.11
4608,70.25,49.43,19.63,17.61,23.39,3.93,7.68,3.72,8.63,15.95,-1.19
4609,70.93,48.12,20.06,16.55,22.92,4.95,6.96,4.49,10.13,16.91,-1.48
4610,70.28,49.23,18.49,16.83,23.93,4.56,5.96,4.40,9.22,16.29,-1.64
4611,68.86,49.03,20.06,16.83,23.17,4.27,7.10,3.66,8.56,15.11,-1.20
4612,68.27,49.26,19.30,16.76,23.68,4.33,5.98,3.12,9.38,14.85,-0.24
4613,67.90,47.90,20.41,15.91,22.01,4.95,6.59,3.95,8.67,16.73,-1.21
4614,67.17,46.39,18.97,15.96,22.52,4.57,5.60,3.43,7.96,16.93,-1.14
4615,66.28,45.89,17.77,15.65,23.10,4.09,5.58,3.18,8.59,15.35,-0.40
4616,65.98,45.54,17.97,15.09,21.42,5.15,5.76,3.43,8.39,15.38,-1.46
4617,63.81,44.71,18.92,14.47,21.69,3.84,4.78,3.75,8.02,15.11,-0.60
4618,62.82,44.73,17.34,14.36,21.40,4.50,4.94,4.31,9.14,15.11,-1.23
4619,60.87,42.16,16.66,14.89,21.08,4.42,6.46,4.11,8.22,14.69,-1.07
4620,59.34,41.54,16.18,15.05,20.05,3.13,5.72,3.28,7.75,14.61,-1.44
4621,58.42,40.61,15.88,13.95,19.15,4.12,5.48,3.78,8.02,13.86,-1.51
4622,56.81,40.11,16.15,14.01,18.53,3.61,5.70,3.16,7.34,13.42,-0.51
4623,55.00,38.49,15.54,12.79,17.85,2.78,4.23,2.84,7.32,12.96,-0.55
4624,53.03,38.67,15.51,12.65,18.07,3.55,5.08,2.80,6.08,12.66,-1.79
4625,51.71,36.30,15.66,12.10,17.18,3.31,4.67,2.42,6.56,11.88,-0.27
4626,49.39,35.00,14.03,11.44,16.95,3.16,4.60,2.63,6.71,12.00,-0.58
4627,47.72,33.61,13.31,11.63,16.20,2.68,4.35,3.24,6.76,11.58,-1.18
4628,46.86,32.96,12.59,11.43,15.53,3.18,4.57,1.13,6.01,11.69,-0.60
4629,44.77,31.07,12.14,11.21,15.56,2.43,2.84,2.56,5.52,10.08,-0.23
4630,42.44,29.95,12.11,10.70,13.71,3.43,3.87,2.36,5.37,10.52,-1.04
4631,41.15,28.85,12.35,9.71,14.94,2.65,3.31,2.72,4.95,9.47,0.18
4632,40.21,27.97,11.08,9.92,13.49,1.79,3.94,1.42,5.69,9.36,-0.48
4633,38.21,26.22,10.71,9.08,13.12,3.01,2.97,2.60,4.28,8.38,-0.26
4634,37.80,26.02,10.05,8.32,12.39,2.20,2.76,2.49,4.47,8.14,-1.48
4635,36.37,24.99,10.55,8.83,11.39,1.72,3.60,1.17,3.77,8.52,0.18
4636,34.90,24.72,9.61,7.67,12.01,2.66,2.91,1.30,4.25,8.34,-0.52
4637,33.59,24.02,9.76,8.00,11.14,3.07,3.04,0.93,3.74,8.16,-0.69
4638,32.74,22.69,9.45,7.83,11.00,3.23,3.49,2.16,4.64,7.51,-1.02
4639,32.38,21.73,9.28,7.74,10.81,1.90,3.69,1.97,3.59,7.63,-0.52
4640,31.10,21.63,9.27,6.68,10.58,2.04,2.70,1.42,3.80,7.24,-0.33
4641,31.28,21.09,7.61,7.21,9.87,2.11,2.02,1.93,4.26,7.80,-0.38
4642,29.83,22.30,9.38,7.20,10.52,2.28,3.28,2.00,3.97,6.21,-1.74
4643,29.92,21.63,7.82,7.15,10.39,2.19,3.04,1.50,3.26,7.12,-0.78
4644,30.28,20.48,8.60,6.90,9.64,1.19,2.52,1.89,2.94,6.64,-0.49
4645,29.93,20.92,8.02,6.88,10.46,1.64,3.35,1.96,4.16,7.10,-0.17
4646,30.39,22.02,8.83,7.36,10.82,2.59,2.30,1.62,3.55,7.30,-0.74
4647,31.00,21.07,8.40,7.73,10.74,2.07,2.58,2.13,3.58,6.78,-0.93
4648,31.11,22.33,9.03,7.71,10.51,2.35,3.54,1.81,3.72,7.54,-0.10
4649,31.88,22.77,8.18,7.63,10.45,2.13,2.95,1.88,4.23,7.29,0.10
4650,32.46,23.34,9.21,7.65,10.69,1.39,3.23,1.63,3.91,7.74,-0.61
4651,33.83,24.22,9.15,9.04,11.37,1.53,3.71,2.18,4.35,7.31,0.18
4652,34.49,24.05,9.44,7.92,11.93,1.21,3.40,1.79,3.65,8.37,-0.74
4653,35.70,25.21,10.67,10.01,13.33,2.05,3.20,2.03,4.74,8.56,-0.40
4654,36.79,26.02,11.35,9.35,11.83,3.37,3.18,2.09,4.54,8.94,0.07
4655,38.35,26.05,10.15,8.61,12.21,2.01,3.81,2.00,5.79,9.84,-0.28
4656,40.52,27.83,11.13,10.29,12.55,1.99,2.73,2.39,4.73,9.03,-1.01
4657,41.71,28.12,11.54,10.49,13.96,2.32,2.98,2.22,5.41,9.50,-1.02
4658,43.37,30.15,11.51,10.17,14.33,2.23,2.78,2.59,5.42,10.75,0.71
4659,45.25,32.37,12.37,10.88,14.58,3.44,4.23,2.39,5.61,10.47,-0.64
4660,45.61,32.19,13.81,11.49,14.94,2.85,4.12,3.17,5.39,11.82,-0.99
4661,47.50,34.27,12.73,12.02,17.14,3.38,3.13,2.77,4.94,11.70,-0.08
4662,50.02,34.21,13.40,11.80,16.23,2.15,4.61,1.67,5.98,11.47,-0.27
4663,51.55,35.87,14.76,12.27,16.77,2.24,4.82,3.17,6.51,12.23,-1.23
4664,53.49,36.55,15.19,13.70,17.11,3.49,5.17,3.68,6.58,12.03,0.26
4665,55.54,38.79,16.18,12.50,17.65,3.66,4.99,3.97,7.50,13.17,-0.91
4666,55.94,39.59,16.18,13.88,19.55,3.79,5.77,3.38,7.65,13.38,-0.45
4667,58.70,41.19,16.26,13.67,20.03,3.35,5.40,3.62,6.66,14.16,-0.38
4668,60.37,41.29,16.92,13.56,20.57,4.55,5.45,3.49,7.22,13.96,-1.36
4669,60.30,43.32,16.82,13.82,21.22,4.07,5.88,3.13,8.29,13.44,-0.34
4670,62.85,44.18,18.03,15.06,21.29,3.82,5.32,4.29,7.87,14.76,-0.90
4671,64.18,44.99,17.28,15.00,21.12,4.67,5.81,4.06,8.25,14.29,-0.93
4672,65.00,46.35,19.20,16.73,21.85,4.22,6.05,2.63,8.75,14.87,-1.42
4673,65.78,46.57,19.09,15.89,23.15,3.54,7.15,3.05,8.98,15.07,-1.21
4674,69.04,46.95,19.66,16.01,21.99,4.42,6.37,2.94,9.58,15.92,-0.71
4675,68.09,48.51,19.29,16.19,22.84,4.14,5.40,3.79,8.98,15.19,-1.19
4676,69.27,47.73,19.75,17.39,24.00,3.68,6.08,3.18,8.13,15.61,-0.50
4677,69.69,48.83,19.48,17.18,23.27,4.50,6.65,4.04,8.79,16.14,-0.33
4678,69.53,49.00,18.83,16.45,23.25,3.78,6.53,3.90,8.25,15.70,-0.46
4679,70.23,49.63,19.82,16.71,23.08,4.70,7.03,4.63,9.56,15.46,-1.01
4680,69.79,48.63,19.87,17.31,23.68,5.12,7.15,4.20,8.33,16.04,-0.69
4681,69.96,48.59,19.05,16.69,23.99,4.39,6.26,3.44,8.96,15.78,-0.56
4682,69.56,49.09,19.87,16.66,23.78,5.61,7.42,3.76,8.36,16.51,-0.74
4683,69.18,48.43,19.47,15.61,23.79,4.80,7.60,4.92,8.75,16.78,-1.22
4684,68.45,47.91,19.42,15.78,22.62,3.25,6.91,3.29,9.38,17.10,-1.08
4685,68.29,47.50,19.44,16.01,23.34,4.20,6.88,3.59,8.76,16.21,-1.72
4686,67.66,47.70,19.17,17.00,22.34,4.12,6.22,3.61,7.97,15.82,-1.63
4687,66.78,46.18,19.41,16.01,22.04,4.44,6.01,3.51,9.36,15.88,-1.67
4688,64.44,46.14,18.86,15.70,21.15,3.82,5.53,3.05,8.31,15.29,-0.26
4689,63.70,43.96,18.38,16.29,21.90,3.41,5.45,2.84,8.50,15.19,-1.16
4690,62.65,44.00,17.75,15.36,21.32,3.55,6.10,3.56,8.64,14.18,-0.74
4691,63.18,43.86,17.41,15.09,20.47,3.59,6.72,3.77,7.71,15.58,-1.19
4692,59.21,42.10,17.71,14.51,21.20,3.07,5.22,4.11,6.74,14.20,-1.31
4693,59.44,41.00,16.65,13.74,19.39,3.51,5.41,2.57,7.04,12.56,-0.73
4694,56.62,39.34,15.65,13.74,19.19,3.67,4.77,2.75,7.47,13.67,-0.65
4695,54.76,38.59,16.30,13.10,18.83,3.27,4.68,3.57,6.65,13.23,-0.14
4696,52.94,37.70,14.57,12.71,18.28,4.25,5.19,3.09,7.26,12.44,-0.85
4697,51.99,35.85,15.12,12.61,16.56,3.03,5.25,3.17,6.24,11.71,-0.27
4698,50.31,34.21,14.00,11.65,16.98,3.74,4.47,2.30,6.59,11.94,-0.97
4699,48.06,33.13,13.45,10.80,16.89,2.51,4.88,2.32,6.08,11.73,-0.36
4700,46.94,32.47,13.07,11.35,15.92,3.15,4.17,2.13,6.52,10.66,-0.97
4701,45.44,30.79,12.17,10.71,15.72,2.99,3.94,3.53,6.00,10.04,-1.13
4702,43.09,30.64,12.44,10.15,14.25,3.04,3.43,2.38,4.65,10.15,-0.79
4703,41.70,28.79,12.25,9.49,13.99,2.82,3.81,1.39,5.89,9.49,-1.21
4704,39.59,27.46,11.86,9.46,13.20,3.04,3.91,2.90,4.66,8.54,-0.77
4705,38.42,25.62,11.70,8.83,12.20,2.41,3.97,2.05,4.70,9.48,0.82
4706,36.83,26.20,11.12,9.26,13.06,2.85,2.88,2.11,3.78,7.98,0.28
4707,34.77,25.36,10.10,8.98,11.92,2.74,3.95,2.70,4.95,8.44,-0.54
4708,34.72,23.71,10.07,8.09,12.18,2.20,3.64,2.51,4.31,8.72,-1.86
4709,33.46,23.60,8.59,7.26,11.28,1.82,2.83,2.61,4.72,7.41,-0.24
4710,32.27,23.37,8.64,8.53,10.95,1.42,3.06,2.15,4.60,8.06,0.65
4711,32.25,23.03,8.86,8.53,10.95,2.27,2.28,1.62,4.15,6.95,-1.18
4712,31.00,22.12,9.30,7.73,10.34,2.38,2.58,2.12,3.09,6.84,0.18
4713,31.94,21.87,8.66,7.22,9.69,2.73,2.49,2.10,4.43,7.20,0.32
4714,30.00,20.98,8.08,6.41,9.87,1.52,2.68,1.61,3.73,7.49,0.21
4715,30.40,20.88,8.81,7.83,9.78,1.92,3.24,1.52,3.83,7.36,-1.00
4716,30.89,20.98,8.57,7.34,10.11,2.84,2.92,1.84,4.08,6.46,-0.75
4717,30.51,20.39,7.68,7.41,9.58,1.63,2.87,1.89,4.66,7.66,0.16
4718,30.34,21.22,8.92,7.84,10.20,2.39,2.92,1.61,4.24,7.80,-0.13
4719,30.72,21.27,8.19,7.56,10.51,1.69,3.28,2.27,3.80,6.93,-0.83
4720,32.06,21.35,8.33,7.30,10.83,1.80,2.34,1.77,4.35,7.09,-0.76
4721,31.52,21.95,8.82,7.44,11.53,2.00,2.91,1.82,4.19,7.53,-0.55
4722,33.31,22.56,8.57,8.16,10.75,2.25,2.94,1.25,4.65,6.98,0.06
4723,33.43,23.38,9.62,8.27,11.16,2.02,2.79,1.72,5.34,6.89,-1.01
4724,34.40,23.60,9.96,7.92,11.74,1.49,3.49,2.01,4.91,8.17,-1.42
4725,35.04,25.10,9.19,8.35,11.49,2.29,3.49,2.23,4.80,7.48,-0.66
4726,37.18,26.27,11.37,8.65,12.68,2.31,3.87,1.10,3.47,8.43,0.16
4727,38.46,27.18,11.68,9.00,12.65,1.89,2.15,1.68,4.69,7.85,-0.38
4728,40.54,27.41,11.74,9.95,13.48,2.59,3.99,2.63,4.74,9.07,0.19
4729,41.37,30.24,11.80,10.13,13.33,1.96,3.98,2.95,4.69,9.61,-0.50
4730,43.43,29.94,13.06,10.52,14.62,2.26,4.34,2.25,5.17,9.49,-0.38
4731,45.00,31.48,12.34,10.19,14.80,3.22,5.22,2.48,6.06,10.42,-0.77
4732,45.86,33.31,12.90,11.08,14.62,3.29,4.94,2.19,5.79,10.62,-1.03
4733,48.62,33.62,13.13,12.21,17.36,2.93,4.71,2.78,5.08,12.00,-0.39
4734,50.88,34.54,14.36,11.44,16.59,3.26,4.42,2.24,5.68,11.47,-0.67
4735,52.07,36.96,14.07,12.26,17.90,2.43,4.84,2.91,7.13,12.63,-1.50
4736,53.62,37.22,15.63,12.97,17.67,2.77,5.42,2.75,7.00,12.10,-1.15
4737,54.75,39.38,14.11,13.49,18.34,3.61,5.54,3.02,6.14,12.67,-1.18
4738,55.74,39.97,16.45,14.08,19.60,4.00,5.70,3.62,6.45,13.64,-0.76
4739,59.13,40.78,16.77,14.10,19.20,4.44,5.33,3.29,7.60,13.02,-0.92
4740,60.00,42.02,17.61,13.27,20.65,3.68,5.52,3.85,7.80,14.29,-0.74
4741,61.23,42.66,17.65,14.87,21.03,4.44,5.78,2.98,8.05,13.66,-1.18
4742,62.71,43.63,17.99,15.08,20.17,4.13,5.76,3.45,7.89,15.30,-1.75
4743,63.65,45.08,17.88,15.63,20.97,4.68,6.54,3.40,8.63,15.12,-0.84
4744,65.26,46.64,18.51,15.13,21.08,4.21,6.83,3.54,8.62,14.99,-0.40
4745,66.57,46.66,18.20,15.77,22.20,4.33,6.79,3.95,9.00,16.01,-1.23
4746,68.11,46.46,18.19,16.60,23.34,4.35,6.21,3.79,8.45,15.24,-1.22
4747,68.73,47.10,19.37,17.27,23.01,4.08,6.80,4.57,8.93,15.99,-1.10
4748,68.80,47.59,19.57,16.25,23.01,4.54,6.44,3.90,7.92,16.51,-1.20
4749,69.47,48.18,20.26,17.14,22.70,4.72,6.41,3.76,9.20,15.80,-1.16
4750,68.94,49.08,18.81,16.38,23.20,3.83,6.64,4.19,9.10,15.81,-0.74
4751,70.18,49.24,19.76,16.50,23.19,4.07,6.99,4.60,8.71,16.24,-1.04
4752,69.72,49.07,19.58,17.38,24.10,4.35,6.98,4.50,9.17,16.23,-0.22
4753,70.36,48.21,19.88,17.50,23.44,5.06,6.52,4.23,8.89,16.68,-0.81
4754,69.43,48.76,20.67,16.68,23.96,3.79,7.70,4.24,9.34,16.42,-0.41
4755,69.06,48.57,19.15,16.87,22.98,4.62,7.00,3.84,8.75,16.05,-0.48
4756,68.42,47.94,19.91,16.82,23.09,4.37,5.59,3.41,8.40,17.10,-1.55
4757,67.95,46.90,19.20,16.41,21.92,4.31,7.03,4.20,8.85,15.85,-1.01
4758,67.63,45.46,18.70,15.86,22.38,3.93,5.53,4.05,9.20,15.54,-0.81
4759,66.74,46.35,19.22,15.99,22.43,4.21,6.24,3.64,8.83,15.65,-0.77
4760,65.58,45.27,18.01,15.97,21.80,4.83,6.45,4.26,7.66,15.60,-1.79
4761,63.74,45.14,17.96,15.54,22.26,3.97,6.36,3.54,8.89,14.58,-0.61
4762,63.36,44.86,17.87,15.84,21.36,5.01,5.34,3.21,7.75,15.21,-1.04
4763,61.34,43.06,17.23,15.06,21.21,3.82,5.15,3.36,7.28,14.85,-0.76
4764,60.14,41.33,17.40,14.76,20.67,3.47,5.25,3.65,8.03,13.83,-2.03
4765,58.50,40.98,17.93,14.10,19.15,3.04,5.47,3.12,6.85,13.21,-0.45
4766,57.19,39.81,15.76,14.08,19.37,3.28,4.82,3.37,7.60,13.52,-1.19
4767,54.75,38.84,16.01,13.30,18.54,2.97,6.21,2.89,6.97,13.01,-0.79
4768,53.30,36.54,15.69,13.21,18.69,2.57,5.22,3.23,6.64,11.89,0.13
4769,52.20,36.13,14.48,12.35,17.37,2.53,5.34,3.32,6.60,12.12,-0.88
4770,50.38,33.79,14.98,12.11,16.92,3.02,4.21,2.66,5.38,12.62,0.13
4771,48.02,33.43,13.93,12.00,16.71,2.68,3.89,2.12,5.77,11.52,-1.22
4772,46.87,31.93,12.99,10.84,15.41,3.38,5.09,2.64,6.12,10.45,0.09
4773,45.44,30.88,12.99,10.08,15.21,2.96,4.94,2.54,5.05,11.23,-0.75
4774,43.29,29.85,12.16,10.49,14.08,2.48,4.24,2.22,5.22,9.68,-1.16
4775,41.76,29.66,11.39,10.46,14.05,2.48,4.17,2.43,6.08,10.32,0.12
4776,39.22,27.55,11.47,9.71,13.41,3.70,4.09,2.52,5.10,10.17,-0.24
4777,38.34,27.52,10.87,9.58,12.49,1.87,3.28,1.68,4.07,8.94,-0.42
4778,37.29,25.54,10.47,9.74,12.92,2.46,4.65,1.20,4.26,8.85,-0.18
4779,36.57,24.79,10.28,7.96,11.85,3.38,2.55,2.73,4.28,8.30,-0.64
4780,34.18,23.93,9.25,8.36,12.72,1.28,2.47,2.01,4.74,8.20,0.53
4781,33.43,23.33,9.99,7.65,10.51,2.78,2.32,2.12,4.04,7.67,-0.73
4782,32.63,23.35,8.50,7.40,9.96,2.22,3.67,1.24,4.64,7.28,-1.53
4783,31.92,22.55,9.46,7.27,10.39,1.91,3.00,1.91,3.75,7.36,-1.34
4784,30.43,21.49,7.93,7.28,10.36,1.90,2.94,2.25,4.13,7.68,-1.21
4785,30.60,21.43,8.68,7.01,9.99,1.19,2.54,1.74,4.84,7.76,-0.53
4786,30.89,20.61,9.33,7.44,9.68,2.01,3.01,1.96,3.45,6.57,0.21
4787,30.07,21.48,8.72,7.61,10.86,2.57,1.97,1.82,3.83,6.81,0.68
4788,29.41,20.99,8.54,7.42,9.24,1.80,2.69,1.86,3.88,6.67,-0.03
4789,30.98,21.29,9.19,5.86,9.59,2.10,2.87,2.42,3.78,6.52,-1.16
4790,29.89,21.00,7.95,6.78,9.94,1.58,2.35,2.48,3.77,6.25,0.43
4791,30.03,20.97,8.28,8.12,11.36,2.35,2.89,1.35,3.34,6.95,0.06
4792,31.31,22.02,9.02,7.17,11.21,2.22,1.91,1.44,4.03,7.17,-0.03
4793,30.94,21.69,9.21,7.81,9.88,1.48,3.74,2.50,4.17,8.20,0.53
4794,32.16,22.50,10.27,7.27,10.04,2.15,3.86,1.89,3.63,7.81,-0.45
4795,34.00,24.18,9.78,8.89,11.92,1.71,2.68,1.82,3.54,7.97,-0.52
4796,34.01,24.44,9.75,8.34,11.49,1.87,2.74,1.58,5.10,7.63,-0.81
4797,35.04,26.20,10.34,8.39,12.81,2.80,3.03,1.32,4.76,8.97,0.21
4798,36.96,25.88,10.11,9.18,12.67,1.92,3.67,2.29,4.53,8.64,-1.02
4799,38.93,27.09,11.29,9.92,12.94,2.10,3.69,2.07,4.20,9.51,-0.41
4800,40.15,27.92,11.02,10.17,13.24,2.94,3.30,2.36,5.08,8.92,0.06
4801,42.09,28.71,11.60,10.61,13.75,2.00,4.11,2.20,5.28,9.43,-1.46
4802,43.27,28.73,12.23,10.23,13.43,2.09,4.38,1.72,5.44,9.59,0.14
4803,44.00,32.00,12.29,10.67,15.76,3.47,4.30,3.41,6.50,10.66,-0.43
4804,46.59,32.51,13.05,11.36,15.52,3.12,3.70,2.84,5.41,10.86,-1.52
4805,48.68,33.45,13.95,12.38,16.02,2.51,4.83,2.95,5.91,11.65,-0.80
4806,49.92,34.52,14.34,12.11,16.36,2.33,4.60,3.76,6.80,11.47,-0.56
4807,51.73,36.11,14.23,12.56,17.16,3.72,5.33,2.65,7.14,11.96,-1.43
4808,53.61,37.60,15.04,12.58,17.35,3.58,4.01,3.08,6.03,12.74,-0.60
4809,55.30,39.09,16.84,14.61,18.87,3.75,4.51,3.38,7.86,12.17,-1.14
4810,57.10,39.14,16.62,12.94,18.96,3.80,5.90,2.95,7.05,12.56,-0.69
4811,59.09,41.06,17.04,14.98,19.40,3.29,5.13,3.58,7.80,13.45,-0.21
4812,60.39,41.60,16.65,13.45,20.74,3.98,5.82,3.12,7.37,13.35,-1.29
4813,61.89,42.76,17.17,14.70,21.06,4.13,6.00,3.77,7.78,13.51,-0.33
4814,63.03,43.50,17.73,14.90,20.76,4.18,6.87,3.85,8.60,14.13,-0.33
4815,64.04,45.00,19.13,15.34,21.24,3.59,6.52,4.01,8.17,14.65,-0.62
4816,64.18,44.92,19.07,15.15,21.70,3.51,5.72,3.51,7.37,14.97,-1.15
4817,66.98,46.65,18.40,15.56,22.87,5.58,5.13,3.44,7.88,15.22,-0.67
4818,67.02,47.54,18.89,16.64,23.28,4.65,6.60,3.51,9.41,15.00,-1.06
4819,67.69,47.17,18.99,17.07,22.98,5.06,6.35,3.75,8.93,15.13,-0.49
4820,68.87,48.59,19.03,17.36,23.30,4.35,5.80,4.32,8.48,16.42,-1.27
4821,69.25,47.58,20.01,17.15,23.14,5.04,6.76,4.70,8.37,16.38,-0.52
4822,70.07,48.38,19.85,15.89,23.63,5.40,5.20,4.49,8.44,17.00,-0.96
4823,70.33,48.97,20.63,15.65,23.99,4.13,6.50,4.62,8.82,15.00,-0.15
4824,70.08,48.79,19.82,17.34,23.70,4.68,6.20,3.62,8.68,16.58,-0.73
4825,69.15,49.51,19.58,16.98,22.77,3.96,6.26,3.88,8.97,16.13,-0.70
4826,68.92,48.28,19.45,16.93,22.51,5.12,6.30,4.38,8.18,16.55,-0.63
4827,70.04,47.96,19.15,16.13,23.25,3.76,6.84,4.45,8.59,15.94,-0.93
4828,69.20,47.88,20.31,16.40,23.12,4.22,5.55,4.51,8.99,15.38,-0.62
4829,68.39,48.12,19.72,16.64,23.79,4.31,5.55,3.83,8.98,15.68,-1.05
4830,68.11,47.21,19.08,15.60,22.19,4.04,6.57,4.29,8.19,15.61,-0.14
4831,65.68,46.91,19.73,16.62,22.31,5.44,6.29,4.10,8.03,16.18,-0.68
4832,65.42,46.95,18.96,15.41,20.91,4.71,6.04,4.58,8.95,15.34,-0.54
4833,63.96,45.29,18.18,15.26,21.30,4.56,6.04,2.89,8.19,14.30,-0.41
4834,61.96,43.35,18.24,15.32,21.06,4.91,5.69,3.81,8.02,14.23,-0.60
4835,61.38,42.80,17.64,14.81,20.81,4.15,5.81,3.43,8.48,14.52,-1.25
4836,59.18,41.26,16.78,13.83,19.48,3.89,6.35,2.96,7.67,14.02,-0.57
4837,58.13,39.57,16.24,14.57,19.49,3.73,5.69,2.96,7.46,13.84,-1.14
4838,56.55,39.55,16.00,13.06,18.58,3.47,5.87,3.08,7.27,12.51,-0.10
4839,55.52,37.77,15.20,12.93,18.01,2.41,5.34,2.82,8.29,12.83,0.53
4840,53.66,37.72,15.38,12.66,18.83,4.03,5.71,2.78,6.25,12.55,-0.32
4841,51.38,36.66,14.77,12.33,17.14,2.33,3.98,2.40,6.67,12.15,-1.07
4842,49.63,34.29,13.97,11.86,15.78,3.51,4.34,2.74,7.59,11.58,-0.25
4843,48.14,33.56,13.78,11.27,16.18,2.73,3.88,3.17,6.86,11.51,-0.70
4844,46.18,32.37,13.39,11.44,15.53,2.40,4.35,2.68,6.34,9.59,-0.88
4845,44.29,31.35,12.64,11.83,14.54,2.89,3.89,3.63,5.69,10.67,-0.56
4846,43.07,30.11,12.30,10.25,15.23,2.78,4.34,1.93,5.60,9.62,-0.63
4847,41.38,29.48,12.29,9.63,14.15,1.15,3.92,3.86,5.56,8.97,-0.79
4848,40.62,26.76,11.94,9.71,13.12,2.28,3.51,1.82,4.56,8.79,0.14
4849,39.50,25.96,11.25,9.36,12.52,2.43,2.42,2.02,5.42,9.81,0.04
4850,36.72,26.08,11.12,8.29,12.99,2.58,3.60,3.29,4.45,8.77,-0.35
4851,35.81,25.33,10.61,9.29,12.22,2.19,3.43,2.30,4.29,8.63,-1.09
4852,34.80,24.41,9.69,9.01,11.18,2.93,3.92,2.33,5.57,7.81,-0.35
4853,34.03,23.23,8.99,8.71,11.37,2.46,3.53,2.48,3.74,7.96,-0.13
4854,33.35,22.66,9.56,7.98,10.08,2.66,3.35,0.97,4.27,6.70,-1.02
4855,31.92,21.31,9.10,6.51,11.65,2.36,3.39,1.87,4.42,8.37,-0.95
4856,31.40,21.26,9.22,8.35,10.18,2.63,2.81,1.84,3.97,6.79,-0.46
4857,30.27,22.30,9.18,6.62,10.31,2.02,2.70,2.38,4.01,6.99,-0.39
4858,30.53,20.71,9.18,6.32,10.98,2.28,2.80,1.09,3.65,6.99,0.28
4859,29.46,20.47,8.05,7.52,10.15,1.66,2.75,1.94,3.79,7.02,-0.21
4860,29.87,20.55,8.55,7.16,9.07,2.12,3.37,1.97,4.86,7.28,0.23
4861,29.37,20.14,8.58,7.27,10.01,2.58,3.37,1.58,4.57,7.20,-0.11
4862,30.08,21.39,8.97,7.71,10.06,2.19,2.14,1.77,3.18,6.69,0.45
4863,30.44,21.19,9.19,7.46,10.82,1.59,2.96,2.88,4.23,7.35,-0.23
4864,30.89,22.38,9.14,8.34,10.67,2.13,2.78,2.84,4.28,7.80,0.11
4865,31.67,22.03,9.37,7.27,11.03,2.12,2.96,1.96,3.70,7.34,-0.62
4866,33.04,23.20,8.84,8.50,11.62,2.11,3.53,2.10,4.88,7.26,-0.10
4867,34.07,23.14,9.66,8.91,11.17,2.12,2.40,2.02,4.99,8.58,-0.82
4868,34.35,25.10,9.87,7.70,12.22,1.88,3.18,2.53,4.76,8.78,-0.40
4869,35.24,24.54,9.15,8.17,12.82,2.61,2.86,1.83,4.17,8.56,-1.26
4870,37.16,26.39,10.11,7.98,12.33,2.24,3.09,1.67,4.25,9.11,-0.96
4871,38.79,27.80,11.51,9.39,12.62,3.18,3.96,2.70,5.34,9.33,-0.34
4872,39.36,27.90,12.01,9.48,13.36,2.06,4.19,1.62,5.77,9.59,-1.38
4873,41.89,28.05,11.44,9.96,14.26,2.98,3.92,2.51,5.19,9.49,0.13
4874,42.92,30.06,11.05,10.36,14.80,3.77,3.95,2.04,5.77,10.10,-0.20
4875,44.78,31.97,13.24,11.34,16.00,3.22,3.99,2.22,5.46,10.21,-0.61
4876,46.83,32.31,12.80,11.38,15.67,2.86,4.92,2.66,5.77,11.07,-0.41
4877,47.23,33.80,14.72,11.56,16.65,2.67,5.01,3.33,6.47,11.19,-0.76
4878,51.15,34.17,14.37,12.32,17.08,3.88,4.70,2.27,5.87,12.02,-0.92
4879,51.07,36.35,13.79,12.69,17.10,3.16,5.34,1.40,6.56,12.74,-0.96
4880,53.50,38.23,14.93,12.05,17.67,2.94,5.45,3.22,6.70,12.01,-0.58
4881,55.22,38.46,15.90,13.38,18.27,3.59,4.94,4.07,7.18,12.69,-0.78
4882,57.05,40.13,15.73,13.50,18.66,3.23,5.41,3.41,7.48,12.66,-1.19
4883,58.62,40.57,16.08,13.33,20.16,4.42,4.83,3.53,6.82,13.96,-0.23
4884,61.06,41.57,16.06,13.65,20.35,2.48,4.86,3.83,8.48,14.16,0.54
4885,61.81,43.16,17.42,14.31,20.85,3.67,6.07,3.04,8.02,14.02,-0.76
4886,62.33,42.82,17.31,14.55,20.07,4.00,6.17,3.51,7.53,13.79,-0.58
4887,63.89,44.79,18.05,15.66,21.46,2.93,6.30,2.92,6.90,14.41,-1.24
4888,65.26,46.74,18.39,15.32,21.24,4.15,6.24,3.56,8.05,15.34,-0.64
4889,66.03,46.59,19.21,15.78,22.18,3.33,5.71,3.55,8.66,16.23,-0.51
4890,67.31,46.22,18.32,15.15,22.84,4.86,7.07,3.63,6.98,16.72,-1.68
4891,66.99,48.25,19.17,16.13,22.29,4.10,6.09,4.88,8.52,16.15,-0.32
4892,69.01,49.26,19.14,16.27,22.41,4.13,5.70,4.46,7.86,15.86,-1.19
